Age,Gender,Study_Hours,Class_Attendance,Tuition,Exam_Frequency,Assignment_Load,Sleep_Hours,Physical_Exercise,Social_Media_Use,Screen_Time,Family_Income_Level,Peer_Pressure,Family_Support,Anxiety_Level,University_Type,Stress_Score,Stress_Level
24,Male,3,70,No,1,9,8,No,3,6,Low,1,9,1,Public University,3,Low
24,Male,2,48,Yes,1,8,8,No,7,10,Medium,3,3,6,Private University,21,High
23,Female,4,46,Yes,9,8,7,No,1,6,Medium,8,4,5,Private University,18,Medium
20,Male,1,84,No,7,9,5,Yes,2,5,Low,8,3,5,National University,18,Medium
23,Male,4,55,No,3,1,7,No,4,11,Medium,5,5,4,National University,11,Medium
23,Female,2,49,Yes,7,7,9,No,5,1,Low,8,8,4,Private University,7,Low
20,Female,5,68,No,4,5,7,Yes,7,4,Medium,9,1,3,Public University,13,Medium
23,Male,3,72,Yes,1,4,7,Yes,2,2,Low,6,1,5,Private University,4,Low
19,Male,0,66,Yes,9,8,9,No,5,7,Low,4,1,4,Private University,23,High
20,Female,3,59,No,3,8,4,No,4,10,High,4,5,3,National University,19,Medium
20,Female,9,56,Yes,1,6,9,No,6,9,High,1,1,3,National University,15,Medium
24,Male,7,71,Yes,4,5,5,No,4,10,Low,9,8,8,National University,18,Medium
24,Male,8,51,Yes,6,1,8,No,7,7,Medium,2,4,1,National University,10,Low
20,Male,8,81,No,9,7,5,Yes,1,3,High,1,5,3,Private University,11,Medium
19,Male,8,76,No,6,2,7,No,3,7,High,1,7,7,Public University,11,Medium
23,Male,4,64,Yes,2,7,4,Yes,7,11,Low,1,4,2,Private University,19,Medium
19,Female,7,59,No,9,2,4,No,5,9,Medium,6,9,7,National University,19,Medium
20,Male,7,64,No,5,9,4,Yes,1,3,Medium,3,8,4,Private University,8,Low
21,Male,4,82,Yes,7,4,9,No,7,10,Medium,6,6,7,Private University,20,Medium
23,Male,2,90,No,1,2,4,No,7,4,High,5,8,2,Public University,4,Low
20,Male,3,59,Yes,2,6,9,Yes,2,1,Medium,9,7,8,Public University,1,Low
23,Female,2,99,No,3,1,5,Yes,6,11,Low,6,1,7,Public University,20,Medium
21,Female,3,48,No,3,7,9,Yes,5,11,Medium,8,5,5,Public University,15,Medium
20,Male,9,52,No,6,4,7,Yes,4,4,High,5,7,8,Public University,10,Low
23,Female,6,86,No,3,8,4,Yes,4,5,Medium,6,4,1,Public University,11,Medium
21,Male,4,56,No,5,2,4,No,1,1,Low,6,1,8,Private University,12,Medium
22,Female,9,91,Yes,6,8,8,No,4,1,Medium,5,1,1,Public University,11,Medium
21,Female,9,52,No,2,9,6,Yes,1,7,High,1,8,9,National University,12,Medium
22,Female,2,80,No,7,7,4,Yes,1,9,High,3,3,5,National University,20,Medium
21,Female,4,88,No,5,4,7,No,0,3,Medium,7,3,1,Private University,3,Low
19,Male,0,66,No,6,6,4,No,7,5,Medium,2,6,2,Private University,16,Medium
20,Male,1,56,No,8,5,5,Yes,0,7,Medium,7,7,5,National University,11,Medium
22,Male,1,58,No,9,9,4,Yes,7,3,Medium,4,8,6,Private University,20,Medium
22,Female,4,54,No,1,5,8,No,2,6,Medium,7,5,6,National University,7,Low
23,Female,1,48,No,7,9,6,Yes,0,4,Low,3,6,8,National University,14,Medium
21,Female,6,79,No,8,9,8,No,4,9,Low,8,4,2,Public University,20,Medium
20,Female,6,86,No,2,2,5,Yes,5,4,Medium,3,7,1,Private University,0,Low
19,Male,8,92,No,9,7,4,No,5,8,Medium,9,9,2,National University,18,Medium
20,Male,2,67,No,8,5,7,Yes,3,5,Medium,1,8,1,National University,5,Low
20,Female,8,74,Yes,9,3,7,No,4,4,Low,9,5,2,Private University,10,Low
23,Female,4,58,No,5,1,7,Yes,2,4,High,1,9,7,Private University,1,Low
20,Male,9,66,Yes,3,6,6,No,4,5,High,4,6,2,Private University,8,Low
20,Female,6,55,No,7,3,7,Yes,0,2,High,2,3,7,National University,7,Low
20,Female,0,89,Yes,4,4,5,No,2,5,Medium,4,3,1,Public University,8,Low
20,Female,3,67,Yes,7,5,7,Yes,7,1,High,3,1,8,National University,18,Medium
22,Male,0,49,No,4,6,9,No,7,11,Medium,8,3,8,Public University,24,High
22,Male,3,63,No,7,4,8,No,7,2,Low,9,8,3,Private University,7,Low
20,Male,4,65,No,7,4,6,Yes,4,2,High,6,1,8,Public University,16,Medium
21,Male,4,80,Yes,4,3,9,Yes,0,10,Low,7,9,8,National University,5,Low
23,Female,3,50,Yes,7,1,8,Yes,6,6,Medium,8,2,1,National University,9,Low
20,Male,8,48,Yes,6,6,9,No,4,4,Medium,3,7,6,Public University,10,Low
19,Female,0,45,Yes,4,2,9,No,1,2,Medium,4,6,2,Public University,-4,Low
24,Male,3,74,No,2,2,9,No,2,1,High,4,5,1,Private University,-6,Low
20,Male,7,83,Yes,3,3,7,No,7,3,Medium,2,4,7,National University,12,Medium
21,Female,5,87,Yes,4,1,7,No,6,2,Medium,4,9,9,Private University,6,Low
23,Female,6,76,No,2,7,9,Yes,4,10,Medium,7,1,9,Public University,20,Medium
19,Female,2,50,No,2,1,5,Yes,0,11,Low,4,3,8,National University,12,Medium
20,Male,4,50,No,3,7,9,No,7,3,Low,2,2,7,National University,16,Medium
23,Female,5,58,No,9,1,8,No,3,2,Low,2,4,4,Private University,7,Low
23,Male,1,86,No,9,3,6,Yes,1,3,Low,4,9,7,Public University,6,Low
22,Female,1,75,Yes,2,3,7,No,5,9,Low,5,2,2,Public University,12,Medium
21,Male,6,79,Yes,6,1,4,Yes,6,7,Medium,6,2,9,Public University,21,High
21,Male,4,69,Yes,6,5,5,No,0,3,Medium,8,1,5,Public University,13,Medium
21,Female,6,77,Yes,7,4,8,Yes,2,3,Medium,6,4,6,National University,8,Low
23,Male,2,99,Yes,3,8,4,Yes,3,11,Medium,6,9,4,Private University,14,Medium
22,Male,5,72,No,6,7,4,No,5,8,Medium,8,3,1,National University,20,Medium
22,Male,7,45,Yes,9,1,4,No,1,6,Medium,6,6,9,Private University,16,Medium
23,Male,0,95,No,3,2,6,No,5,9,High,3,1,4,Private University,16,Medium
20,Female,1,42,Yes,2,4,7,Yes,7,8,Low,8,3,5,National University,14,Medium
20,Female,3,70,Yes,3,9,7,Yes,2,9,Medium,5,1,4,Private University,17,Medium
21,Female,7,48,No,1,6,5,Yes,5,4,Low,8,5,7,Private University,11,Medium
24,Female,9,65,No,3,7,6,Yes,4,8,Medium,8,3,8,Public University,19,Medium
23,Male,1,85,No,7,4,4,Yes,2,10,Medium,2,7,8,National University,18,Medium
23,Female,4,49,No,4,3,6,No,6,8,Medium,6,1,6,Public University,20,Medium
21,Female,1,45,No,6,2,9,No,5,10,Low,2,6,6,National University,14,Medium
23,Male,7,42,No,5,4,6,Yes,0,1,Low,9,2,7,Public University,7,Low
24,Male,4,66,No,9,6,7,Yes,3,10,Medium,5,7,6,Public University,18,Medium
23,Female,5,45,No,1,5,9,Yes,6,1,High,8,3,6,National University,5,Low
19,Female,4,53,No,1,6,6,No,7,3,High,1,8,3,Public University,6,Low
24,Male,8,75,Yes,2,7,7,No,4,2,Low,6,1,9,Public University,16,Medium
20,Male,4,79,No,7,3,9,Yes,7,11,Low,2,6,1,National University,12,Medium
19,Male,5,98,No,4,5,5,Yes,1,3,High,1,6,6,National University,6,Low
24,Male,0,97,No,4,5,5,No,3,1,Medium,8,7,8,Private University,9,Low
19,Female,0,92,No,3,5,6,Yes,0,7,Medium,7,6,3,Private University,4,Low
22,Female,3,64,No,1,7,4,Yes,0,4,Medium,6,5,8,National University,9,Low
19,Female,3,62,Yes,5,5,7,No,2,7,Medium,7,8,4,Public University,8,Low
19,Female,0,65,Yes,5,3,6,No,7,1,Medium,5,6,7,Public University,11,Medium
23,Female,1,82,No,1,6,8,Yes,2,5,Low,1,8,7,National University,3,Low
20,Female,4,99,No,8,8,4,Yes,1,3,Medium,2,2,6,Private University,18,Medium
20,Female,8,94,No,1,6,9,No,1,4,Medium,6,6,7,Public University,4,Low
21,Male,3,43,No,5,3,5,Yes,1,7,High,9,6,3,Public University,6,Low
23,Female,3,44,No,9,9,6,Yes,5,8,Low,8,6,8,Private University,25,High
21,Female,4,66,Yes,6,2,8,No,6,11,Medium,4,8,7,National University,16,Medium
24,Male,2,99,No,7,7,5,No,3,1,Medium,5,8,1,National University,6,Low
22,Male,9,76,No,7,4,6,No,2,3,Medium,4,7,7,Private University,10,Low
23,Female,7,97,No,6,7,5,No,4,9,High,3,9,8,Public University,20,Medium
20,Male,7,96,No,4,7,8,Yes,0,5,Medium,8,3,7,Private University,10,Low
23,Female,3,41,No,7,6,7,No,0,8,Medium,9,1,9,National University,22,High
20,Female,3,78,No,2,5,9,Yes,4,7,Low,4,5,7,Public University,9,Low
20,Male,2,57,No,4,6,8,No,3,2,Medium,6,9,4,Private University,2,Low
19,Male,9,64,No,9,7,8,Yes,4,9,Low,4,2,3,Private University,20,Medium
24,Female,6,70,No,9,7,8,No,4,10,High,1,3,4,Private University,23,High
21,Male,6,72,Yes,5,5,5,No,4,8,Low,9,7,4,National University,14,Medium
21,Male,4,92,No,3,1,4,No,4,4,Low,2,1,9,National University,16,Medium
20,Male,6,96,No,2,2,7,No,6,1,Low,3,5,8,National University,7,Low
24,Female,2,49,Yes,6,9,4,Yes,7,5,Low,5,6,1,Private University,16,Medium
21,Female,0,66,No,8,1,9,Yes,2,9,Medium,8,8,1,Private University,2,Low
22,Male,0,89,No,7,3,6,Yes,5,5,Low,7,1,9,Private University,20,Medium
22,Male,0,69,No,7,2,4,Yes,6,6,Medium,7,8,8,Private University,15,Medium
19,Male,4,42,Yes,1,5,8,Yes,5,10,High,4,7,2,National University,6,Low
21,Male,2,51,No,4,1,8,Yes,6,3,Medium,2,2,4,Public University,6,Low
20,Male,8,87,Yes,5,4,6,No,1,5,Medium,2,8,3,Private University,4,Low
19,Male,6,82,Yes,8,7,9,No,7,6,Low,5,8,9,Public University,20,Medium
19,Male,6,76,No,7,7,5,No,7,9,Medium,5,8,7,Public University,24,High
20,Female,8,55,Yes,8,7,6,No,7,9,High,8,5,4,Private University,24,High
20,Female,2,40,No,1,6,4,Yes,5,1,High,7,5,4,National University,6,Low
23,Female,5,71,No,6,8,7,No,7,7,High,9,9,4,Public University,16,Medium
23,Male,2,86,No,5,3,9,No,1,1,Medium,9,5,5,Private University,1,Low
22,Male,9,85,No,6,9,6,Yes,3,3,Medium,8,7,1,Private University,7,Low
23,Male,9,66,Yes,9,4,5,Yes,6,4,Medium,3,5,5,Private University,16,Medium
22,Male,9,40,Yes,5,1,7,No,6,6,High,4,8,3,Private University,6,Low
23,Male,4,48,No,8,1,5,No,5,4,Medium,5,9,3,Private University,7,Low
21,Female,5,45,No,6,9,8,No,6,9,High,4,8,7,Private University,21,High
21,Female,8,98,No,1,8,8,Yes,2,5,Low,1,5,9,National University,10,Low
22,Female,0,51,No,2,5,5,Yes,6,2,Medium,9,7,1,National University,2,Low
24,Female,5,52,No,8,6,7,No,5,6,Low,4,9,7,Public University,16,Medium
20,Male,9,40,No,8,4,7,No,3,1,Medium,5,8,3,Public University,4,Low
23,Female,8,68,No,6,2,8,No,6,6,High,2,4,3,Public University,11,Medium
24,Female,8,52,No,4,1,8,No,5,11,High,7,2,5,Public University,16,Medium
23,Male,1,96,Yes,5,8,9,No,4,5,Medium,2,5,7,National University,15,Medium
19,Female,6,74,Yes,8,6,7,Yes,6,2,Low,1,1,1,Public University,13,Medium
19,Male,3,47,Yes,8,9,9,No,6,9,Low,5,1,8,Private University,30,High
21,Female,7,70,No,5,3,4,Yes,7,10,Low,1,1,7,Public University,25,High
21,Male,9,81,No,2,8,7,No,2,8,Medium,4,3,8,Public University,18,Medium
19,Male,4,76,Yes,4,4,4,Yes,7,11,Low,4,1,1,Private University,20,Medium
24,Female,7,46,Yes,8,4,5,Yes,0,2,Low,3,6,2,National University,3,Low
22,Female,4,58,No,2,7,7,No,5,3,Medium,6,6,9,National University,13,Medium
20,Female,5,64,No,2,3,4,No,3,1,Medium,6,4,7,Public University,8,Low
22,Male,7,99,Yes,5,8,6,No,4,11,High,4,7,7,National University,22,High
22,Female,8,41,No,6,8,9,No,5,1,High,1,3,9,Public University,17,Medium
19,Female,4,47,No,8,5,4,Yes,1,10,Low,9,1,7,National University,24,High
23,Male,5,55,No,2,9,6,No,1,11,Medium,3,1,1,National University,17,Medium
20,Female,0,90,No,4,8,5,No,5,8,Low,5,5,2,Public University,17,Medium
20,Female,6,83,Yes,8,8,9,Yes,6,1,High,5,4,7,National University,15,Medium
21,Female,0,64,No,7,1,6,Yes,0,7,Medium,5,3,8,Public University,12,Medium
21,Male,9,93,No,8,1,9,Yes,5,5,High,8,4,2,Private University,6,Low
24,Female,0,55,No,3,1,4,Yes,6,7,Medium,1,3,4,National University,12,Medium
20,Female,5,86,No,6,1,5,No,2,9,Low,3,7,1,Public University,7,Low
20,Male,8,93,Yes,9,5,8,No,3,10,Medium,2,7,4,Private University,16,Medium
22,Male,0,66,Yes,6,2,6,Yes,3,4,Low,4,1,7,Private University,13,Medium
21,Female,8,72,Yes,4,3,8,Yes,5,4,Medium,3,8,8,Private University,6,Low
23,Female,7,49,No,1,8,7,Yes,7,1,Low,8,6,3,Public University,5,Low
22,Male,3,51,Yes,1,2,7,Yes,4,1,Medium,4,8,3,Public University,-6,Low
23,Female,6,88,Yes,7,7,9,No,6,7,Medium,4,3,3,Public University,18,Medium
24,Male,4,40,Yes,3,7,7,Yes,5,7,High,7,5,9,Private University,17,Medium
24,Male,5,86,No,8,5,5,No,1,6,Medium,4,4,3,National University,14,Medium
20,Female,9,56,Yes,9,1,9,No,2,3,High,7,6,9,Public University,9,Low
19,Female,1,62,Yes,6,7,8,Yes,2,6,Low,7,9,9,Public University,11,Medium
23,Female,0,76,Yes,5,2,6,Yes,4,11,High,6,1,2,National University,15,Medium
23,Male,2,79,Yes,7,5,4,Yes,6,8,High,9,3,5,National University,22,High
19,Male,9,59,Yes,9,2,6,No,3,5,Medium,8,3,3,National University,13,Medium
19,Male,9,78,Yes,4,1,7,Yes,2,8,Low,8,2,3,Private University,7,Low
20,Male,2,92,No,6,9,6,Yes,0,10,Low,6,7,9,National University,19,Medium
20,Female,3,48,No,8,7,9,Yes,3,6,Low,3,2,5,Private University,16,Medium
24,Male,7,54,Yes,4,8,4,No,3,5,Low,5,8,9,Private University,17,Medium
22,Male,9,70,No,8,1,6,No,1,11,High,4,7,6,Public University,14,Medium
22,Male,3,66,Yes,3,6,6,Yes,0,10,Medium,7,6,2,National University,7,Low
24,Male,0,44,No,1,2,4,No,0,5,Medium,3,2,8,National University,10,Low
24,Male,9,95,No,3,1,5,Yes,7,11,Medium,9,7,6,Private University,14,Medium
20,Female,3,47,Yes,3,2,5,Yes,2,5,Medium,3,2,6,National University,9,Low
22,Female,3,70,Yes,7,1,8,Yes,3,3,Medium,5,7,7,Public University,4,Low
20,Female,3,78,Yes,3,3,7,Yes,4,4,Medium,9,8,7,Public University,4,Low
20,Female,1,71,No,2,8,7,Yes,7,1,Medium,1,7,6,Public University,8,Low
24,Female,8,85,Yes,6,8,9,No,5,2,High,7,2,3,Public University,13,Medium
21,Male,6,84,Yes,3,8,8,No,0,9,Medium,4,1,8,Public University,19,Medium
21,Male,8,61,No,4,5,9,Yes,4,10,Medium,5,5,4,Private University,11,Medium
19,Male,5,43,Yes,1,2,8,No,4,10,Medium,7,1,8,National University,16,Medium
19,Female,4,83,No,1,3,9,No,3,10,Medium,4,9,8,National University,7,Low
21,Male,2,88,Yes,4,2,6,No,3,6,Medium,4,4,9,Private University,14,Medium
20,Female,1,49,Yes,3,7,7,Yes,0,2,Medium,9,5,7,National University,5,Low
22,Female,8,81,Yes,6,5,6,No,7,1,High,5,8,5,National University,10,Low
19,Male,3,99,No,9,5,5,Yes,5,11,High,6,7,1,National University,17,Medium
20,Male,9,55,No,6,5,9,No,4,8,Low,8,5,2,Private University,11,Medium
22,Male,3,71,No,7,3,8,Yes,4,9,Medium,6,3,2,Private University,12,Medium
23,Male,8,67,No,3,7,7,Yes,2,11,Low,6,2,6,National University,18,Medium
22,Male,5,99,No,4,5,7,No,4,10,Low,7,5,3,Private University,14,Medium
20,Female,0,83,No,6,9,6,No,3,2,Low,4,9,9,Private University,14,Medium
22,Male,0,50,No,4,1,5,No,1,1,Low,8,3,4,Public University,3,Low
21,Male,4,67,No,7,6,8,Yes,4,7,Medium,9,3,3,Private University,14,Medium
19,Female,8,48,Yes,7,9,7,No,2,1,Low,4,5,3,Public University,10,Low
20,Male,2,40,No,6,7,5,Yes,2,6,High,8,1,5,Public University,18,Medium
20,Male,1,68,Yes,2,3,5,No,1,7,Medium,8,6,5,Private University,7,Low
20,Male,7,61,Yes,3,2,5,Yes,0,6,Low,6,9,5,National University,0,Low
24,Female,2,84,Yes,1,7,9,No,3,9,Low,8,6,8,Private University,13,Medium
22,Female,2,68,Yes,6,6,9,Yes,6,9,High,4,6,1,Private University,11,Medium
21,Female,0,69,Yes,4,2,6,No,7,1,High,8,9,2,Private University,1,Low
19,Male,6,59,Yes,6,9,6,No,2,8,Low,7,7,5,National University,17,Medium
24,Female,3,46,Yes,6,9,5,No,1,5,Medium,6,7,5,Private University,14,Medium
24,Male,4,84,Yes,5,2,5,No,1,8,Low,1,4,8,Private University,15,Medium
23,Female,5,62,No,7,5,7,Yes,6,5,Medium,8,3,9,Public University,20,Medium
21,Female,7,60,Yes,5,1,6,Yes,7,3,Low,3,7,7,Public University,8,Low
19,Male,9,76,No,6,2,4,Yes,3,2,High,3,4,8,Private University,11,Medium
21,Male,8,48,No,2,5,8,No,2,7,Medium,7,9,8,Public University,7,Low
20,Male,6,77,No,4,2,7,Yes,1,2,Medium,4,6,5,National University,-1,Low
21,Male,2,88,No,6,2,9,No,4,5,Low,8,8,9,Public University,9,Low
21,Male,4,92,No,5,3,8,Yes,3,11,Low,6,4,1,National University,9,Low
22,Female,8,64,Yes,2,1,6,No,5,8,High,3,8,3,Private University,5,Low
22,Female,6,49,No,9,1,7,Yes,2,11,Low,8,2,3,National University,15,Medium
19,Male,3,65,No,3,5,4,No,0,4,Low,4,6,2,National University,4,Low
24,Male,7,71,Yes,6,8,4,Yes,5,5,High,6,8,5,Public University,15,Medium
22,Female,3,97,Yes,1,3,5,Yes,2,3,Medium,9,4,5,Private University,3,Low
22,Male,2,57,No,2,3,6,No,3,9,Medium,3,1,7,National University,17,Medium
19,Male,6,77,No,5,4,5,Yes,4,7,Medium,2,6,8,Private University,15,Medium
19,Male,5,53,Yes,7,3,8,Yes,3,2,Low,6,6,3,Public University,2,Low
21,Male,4,77,Yes,2,1,8,Yes,6,8,Medium,8,9,9,Private University,7,Low
20,Female,2,82,Yes,2,8,5,No,0,7,Medium,4,1,7,Private University,18,Medium
20,Male,6,91,Yes,5,6,5,No,3,3,Medium,1,9,8,Public University,11,Medium
21,Male,3,77,Yes,7,7,9,No,6,5,Medium,6,6,7,Private University,17,Medium
20,Female,2,99,No,8,1,8,Yes,1,2,Medium,9,7,1,Public University,-4,Low
20,Female,6,92,No,1,8,7,No,5,2,Medium,2,9,9,Public University,9,Low
24,Male,1,78,No,4,2,5,No,7,8,High,5,5,7,National University,18,Medium
23,Male,8,96,Yes,9,5,4,No,0,4,High,9,3,2,Private University,13,Medium
24,Male,8,79,Yes,5,3,8,No,7,3,Medium,7,7,4,Private University,7,Low
19,Female,4,90,No,1,3,8,Yes,1,4,Medium,4,4,6,Private University,1,Low
23,Male,1,58,No,7,4,4,Yes,3,8,Medium,1,4,7,Public University,19,Medium
21,Female,3,79,No,3,9,4,Yes,4,2,High,5,2,6,National University,16,Medium
23,Male,8,48,No,4,2,8,Yes,5,9,Low,5,6,4,National University,8,Low
20,Male,0,56,No,3,4,5,Yes,5,4,Medium,6,2,1,Public University,8,Low
23,Male,8,94,Yes,1,6,6,No,3,4,Low,7,3,7,National University,12,Medium
23,Female,8,53,Yes,4,8,6,No,1,3,Medium,3,5,6,National University,11,Medium
22,Female,4,80,No,6,3,7,No,7,11,Low,8,4,8,National University,24,High
24,Female,4,87,No,6,3,8,No,3,10,Low,8,5,5,Public University,14,Medium
22,Male,4,91,No,9,6,5,Yes,0,5,High,8,8,6,Private University,11,Medium
22,Female,3,79,Yes,5,3,8,Yes,2,11,Low,1,9,2,National University,4,Low
20,Female,3,78,Yes,7,4,7,No,6,3,Low,5,5,4,Public University,12,Medium
21,Male,1,98,Yes,9,4,4,Yes,2,4,Medium,6,3,5,Private University,15,Medium
21,Female,8,93,No,4,9,5,Yes,2,8,High,1,4,3,National University,15,Medium
22,Male,6,58,Yes,2,7,8,No,0,1,Medium,3,5,8,National University,5,Low
20,Male,3,95,Yes,2,6,6,No,6,8,Medium,4,1,6,National University,21,High
22,Male,2,91,No,6,9,8,No,0,3,Medium,5,9,7,Public University,8,Low
24,Female,1,95,Yes,2,2,9,Yes,7,4,Medium,3,4,6,Private University,6,Low
20,Male,2,48,No,2,4,8,Yes,6,1,Medium,8,9,3,National University,-3,Low
21,Female,5,97,No,2,9,9,No,7,8,Medium,5,6,2,Public University,13,Medium
21,Female,3,56,No,8,6,7,No,3,11,High,4,5,5,National University,21,High
21,Male,2,95,No,8,9,6,Yes,5,1,High,1,3,3,Private University,15,Medium
21,Female,4,41,No,3,1,6,Yes,6,4,High,5,6,2,Private University,2,Low
23,Female,7,88,Yes,8,3,7,No,3,1,Medium,1,2,5,National University,11,Medium
21,Female,3,97,Yes,3,5,7,Yes,3,3,Medium,6,9,5,Public University,1,Low
21,Male,0,88,No,9,5,7,Yes,5,1,Medium,6,9,2,Private University,4,Low
21,Female,1,98,No,7,1,8,Yes,7,5,Low,1,5,2,Public University,7,Low
24,Male,4,90,No,7,8,7,Yes,2,4,High,7,1,7,National University,18,Medium
19,Male,2,40,Yes,5,7,4,No,6,3,Low,4,7,3,National University,13,Medium
19,Female,9,76,No,4,6,7,Yes,1,1,High,7,3,8,National University,8,Low
20,Male,4,73,No,7,5,9,No,1,2,Medium,2,8,7,National University,5,Low
20,Female,4,73,Yes,2,2,7,Yes,6,3,High,7,3,6,National University,7,Low
22,Female,1,73,Yes,8,3,5,Yes,7,11,Medium,2,4,5,Public University,23,High
20,Male,2,47,No,1,1,9,No,3,1,Medium,3,3,5,Public University,-1,Low
23,Male,8,48,Yes,1,2,6,No,5,6,High,8,4,2,Public University,6,Low
23,Female,5,40,No,6,3,7,No,3,6,Medium,2,6,5,National University,10,Low
20,Female,6,50,Yes,5,8,4,Yes,0,3,Low,3,9,7,Public University,8,Low
19,Female,9,91,No,7,2,8,No,7,8,Low,9,3,9,Private University,22,High
21,Male,2,76,No,4,1,9,No,1,1,Medium,9,5,3,Private University,-4,Low
23,Female,3,46,Yes,5,7,9,Yes,7,2,Medium,5,2,2,Private University,10,Low
24,Female,2,83,Yes,2,8,6,Yes,2,6,Medium,2,8,9,Public University,11,Medium
21,Male,3,50,Yes,6,9,8,Yes,3,10,Medium,4,6,4,Private University,16,Medium
24,Female,2,78,No,2,1,6,No,4,2,Low,5,5,9,Private University,7,Low
23,Male,2,65,No,3,5,9,Yes,6,11,Low,2,4,5,Public University,15,Medium
20,Female,2,88,No,3,9,4,No,6,8,Medium,7,3,8,National University,27,High
22,Female,5,44,Yes,5,9,7,No,0,9,Low,4,4,7,National University,19,Medium
21,Female,1,75,No,3,2,6,No,3,3,Medium,7,3,1,Private University,3,Low
22,Male,4,97,No,7,2,9,No,0,11,High,5,7,6,Public University,10,Low
23,Male,8,88,No,7,5,9,No,4,9,Medium,1,7,6,National University,15,Medium
21,Male,5,44,Yes,5,2,5,Yes,7,11,Medium,9,1,8,Public University,25,High
22,Female,1,89,Yes,5,4,5,No,0,3,Medium,8,4,7,Public University,10,Low
24,Female,2,58,Yes,5,5,4,Yes,7,4,Low,1,8,8,Private University,15,Medium
20,Female,8,57,No,3,8,7,Yes,3,11,Medium,9,8,4,Private University,12,Medium
21,Female,2,93,No,9,4,9,Yes,2,11,High,5,2,4,National University,17,Medium
22,Male,2,47,No,1,7,5,Yes,3,7,High,9,4,3,Private University,10,Low
23,Male,7,64,No,1,7,7,Yes,3,1,Low,4,8,3,Public University,-2,Low
20,Male,7,68,Yes,3,8,4,No,4,4,Medium,3,1,2,National University,16,Medium
20,Male,7,86,No,9,3,8,No,7,8,Medium,6,6,3,Public University,16,Medium
22,Female,7,88,Yes,5,6,6,Yes,3,8,Medium,9,4,3,Public University,13,Medium
23,Male,3,73,No,6,2,8,Yes,6,6,High,4,9,2,Private University,3,Low
24,Female,8,99,No,4,7,6,Yes,5,5,Medium,5,9,8,National University,12,Medium
24,Male,7,40,Yes,4,5,6,Yes,5,11,Medium,3,2,7,Private University,22,High
22,Female,4,81,No,8,2,9,Yes,7,1,Medium,1,8,6,Private University,5,Low
21,Male,2,77,Yes,5,4,5,No,1,8,Medium,8,5,8,Public University,16,Medium
21,Male,4,98,No,2,7,4,Yes,2,6,High,7,2,2,Public University,11,Medium
22,Male,1,99,No,4,1,8,No,7,4,Low,7,1,9,Public University,16,Medium
21,Female,9,42,Yes,9,7,7,No,7,2,High,3,8,2,National University,12,Medium
20,Male,9,68,Yes,1,7,8,No,1,7,Low,7,2,7,Private University,13,Medium
24,Female,5,61,No,9,9,5,No,2,11,Low,2,9,6,National University,23,High
19,Male,0,50,Yes,3,1,8,Yes,2,3,Medium,5,5,7,National University,1,Low
22,Male,4,44,No,1,3,4,No,3,4,Low,8,8,3,Private University,2,Low
21,Female,4,78,Yes,7,1,6,Yes,1,4,Low,3,6,7,National University,6,Low
21,Female,2,78,Yes,8,6,5,Yes,4,6,Low,5,7,1,Public University,11,Medium
19,Male,9,52,No,3,5,6,Yes,7,2,Medium,5,3,5,Private University,11,Medium
24,Female,5,77,Yes,9,1,8,No,3,1,Medium,4,5,8,Public University,9,Low
19,Male,0,63,No,1,2,6,Yes,2,8,Low,5,1,8,National University,12,Medium
23,Male,5,71,Yes,4,5,9,No,5,7,High,5,8,2,Private University,6,Low
22,Male,6,86,Yes,5,9,5,Yes,3,11,Medium,8,6,7,Public University,22,High
24,Female,2,68,Yes,7,6,5,Yes,6,9,Medium,9,9,3,National University,15,Medium
21,Female,8,67,No,7,8,8,Yes,0,6,Low,8,2,6,National University,15,Medium
19,Female,9,67,No,2,1,4,Yes,6,6,Low,5,2,3,Public University,10,Low
23,Male,5,86,No,1,6,5,Yes,7,4,Medium,5,9,4,National University,6,Low
21,Male,7,54,No,9,4,5,No,3,7,High,8,2,2,National University,18,Medium
20,Female,8,85,No,8,9,9,Yes,4,5,Low,8,8,3,Private University,10,Low
20,Male,3,77,Yes,3,2,6,Yes,6,9,Medium,4,6,7,National University,13,Medium
20,Female,2,98,Yes,5,8,7,No,6,5,Low,3,7,4,National University,14,Medium
23,Male,7,78,No,1,5,5,Yes,7,4,High,7,9,6,Private University,7,Low
19,Male,0,93,No,9,7,9,No,7,9,Low,7,5,6,National University,24,High
24,Male,6,61,Yes,7,8,7,No,5,3,Medium,3,1,6,Private University,21,High
19,Male,6,96,No,2,7,7,No,4,2,Low,5,9,5,National University,4,Low
24,Male,5,54,Yes,2,3,5,Yes,2,3,High,3,1,5,Public University,7,Low
21,Male,8,47,Yes,7,8,5,No,7,5,High,8,5,2,Public University,19,Medium
19,Male,4,63,No,7,6,9,No,1,5,Medium,7,3,9,Public University,16,Medium
19,Male,7,43,No,5,3,9,Yes,2,5,Medium,8,1,6,Private University,9,Low
21,Female,2,89,Yes,4,3,5,No,4,3,Medium,5,7,9,National University,11,Medium
21,Male,6,50,Yes,2,6,9,Yes,4,6,Medium,3,8,8,Public University,7,Low
21,Female,7,90,Yes,7,7,7,Yes,4,8,Medium,6,4,1,National University,14,Medium
24,Female,7,74,No,1,5,7,No,4,4,High,5,1,8,Public University,14,Medium
